OA,LSOA,LAD,Rent_per_m,green_spac,travel,safety,schools
E00011489,E01002293,Havering,357,0.492533333,0.375,0.939836355,0.82
E00011490,E01002293,Havering,647,0.303266666,0.125,0.939836355,0.82
E00011491,E01002293,Havering,843,0.359106667,0.25,0.939836355,0.82
E00011492,E01002294,Havering,1324,0.533333333,0.125,0.991015562,0.8
E00011493,E01002305,Havering,586,0.606100001,0.25,0.985721162,0.69
E00011494,E01002306,Havering,586,0.366133334,0.25,0.980266324,0.69
E00011495,E01002304,Havering,1343,0.481773334,0.125,0.990052944,0.79
E00011496,E01002305,Havering,679,0.5973,0.125,0.985721162,0.69
E00011497,E01002304,Havering,691,0.396926667,0.125,0.990052944,0.79
E00011498,E01002305,Havering,713,0.6,0.25,0.985721162,0.69
E00011499,E01002305,Havering,714,0.6,0.25,0.985721162,0.69
E00011500,E01002307,Havering,614,0.291166667,0.25,0.989250762,0.7
E00011501,E01002307,Havering,559,0.6,0.25,0.989250762,0.7
E00011502,E01002307,Havering,664,0.4889,0.25,0.989250762,0.7
E00011503,E01002305,Havering,674,0.633600001,0.25,0.985721162,0.69
E00011504,E01002307,Havering,550,0.594766667,0.25,0.989250762,0.7
E00011505,E01002308,Havering,671,0.65312,0.25,0.982512434,0.69
E00011506,E01002306,Havering,306,0.6,0.25,0.980266324,0.69
E00011507,E01002307,Havering,712,0.547666667,0.25,0.989250762,0.7
E00011508,E01002308,Havering,651,0.644033334,0.25,0.982512434,0.69
E00011509,E01002306,Havering,629,0.510433334,0.25,0.980266324,0.69
E00011510,E01002301,Havering,701,0.5797,0.25,0.99021338,0.75
E00011511,E01002304,Havering,711,0.4148,0.375,0.990052944,0.79
E00011512,E01002308,Havering,494,0.73622,0.25,0.982512434,0.69
E00011513,E01002306,Havering,629,0.266666667,0.25,0.980266324,0.69
E00011515,E01002306,Havering,657,0.489666667,0.25,0.980266324,0.69
E00011516,E01002301,Havering,663,0.369433333,0.25,0.99021338,0.75
E00011517,E01002301,Havering,736,0.266666667,0.25,0.99021338,0.75
E00011518,E01002302,Havering,671,0.639400001,0.25,0.985400289,0.69
E00011519,E01002301,Havering,681,0.3234,0.25,0.99021338,0.75
E00011520,E01002302,Havering,771,0.584266667,0.25,0.985400289,0.69
E00011521,E01002308,Havering,541,0.477293333,0.25,0.982512434,0.69
E00011522,E01002303,Havering,437,0.5343,0.375,0.969677523,0.73
E00011523,E01002302,Havering,757,0.5184,0.375,0.985400289,0.69
E00011524,E01002303,Havering,454,0.566666667,0.375,0.969677523,0.73
E00011525,E01002302,Havering,651,0.466666667,0.375,0.985400289,0.69
E00011526,E01002302,Havering,671,0.292873333,0.375,0.985400289,0.69
E00011527,E01002301,Havering,736,0.45774,0.375,0.99021338,0.75
E00011528,E01002308,Havering,598,0.322133333,0.25,0.982512434,0.69
E00011529,E01002303,Havering,671,0.60434,0.375,0.969677523,0.73
E00011530,E01002303,Havering,671,0.669340001,0.375,0.969677523,0.73
E00011531,E01002304,Havering,854,0.503466667,0.125,0.990052944,0.79
E00011532,E01002314,Havering,649,0.175633333,0.375,0.974009305,0.75
E00011533,E01002314,Havering,486,0.333333333,0.25,0.974009305,0.75
E00011534,E01002316,Havering,414,0.2393,0.125,0.964864431,0.76
E00011535,E01002309,Havering,474,0.1031,0.25,0.98668378,0.77
E00011536,E01002316,Havering,271,0.333333333,0.25,0.964864431,0.76
E00011537,E01002310,Havering,629,0.3,0.25,0.959409594,0.76
E00011538,E01002309,Havering,646,0.333333333,0.375,0.98668378,0.77
E00011539,E01002311,Havering,551,0.301466667,0.125,0.982351997,0.78
E00011540,E01002309,Havering,714,0.222233333,0.125,0.98668378,0.77
E00011541,E01002316,Havering,460,0.26718,0.25,0.964864431,0.76
E00011542,E01002311,Havering,543,0.243300001,0.125,0.982351997,0.78
E00011543,E01002310,Havering,600,0.2506,0.25,0.959409594,0.76
E00011544,E01002310,Havering,457,0.258966667,0.25,0.959409594,0.76
E00011545,E01002309,Havering,571,0.333333333,0.25,0.98668378,0.77
E00011546,E01002310,Havering,479,0.2993,0.375,0.959409594,0.76
E00011547,E01002311,Havering,543,0.333333333,0.375,0.982351997,0.78
E00011548,E01002311,Havering,629,0.146766667,0.25,0.982351997,0.78
E00011549,E01002310,Havering,557,0.333333333,0.375,0.959409594,0.76
E00011550,E01002312,Havering,837,0.102566667,0.25,0.982191561,0.71
E00011551,E01002312,Havering,1057,0.20054,0.25,0.982191561,0.71
E00011552,E01002312,Havering,483,0.585613333,0.375,0.982191561,0.71
E00011553,E01002312,Havering,560,0.582673333,0.375,0.982191561,0.71
E00011554,E01002313,Havering,514,0.611126667,0.25,0.97689716,0.73
E00011555,E01002312,Havering,522,0.48348,0.25,0.982191561,0.71
E00011556,E01002313,Havering,606,0.266666667,0.25,0.97689716,0.73
E00011557,E01002313,Havering,686,0.217653334,0.25,0.97689716,0.73
E00011558,E01002313,Havering,546,0.294146666,0.25,0.97689716,0.73
E00011559,E01002311,Havering,600,0,0.25,0.982351997,0.78
E00011560,E01002313,Havering,557,0.139426666,0.25,0.97689716,0.73
E00011561,E01002314,Havering,664,0.396266667,0.375,0.974009305,0.75
E00011562,E01002314,Havering,500,0.279386667,0.375,0.974009305,0.75
E00011563,E01002315,Havering,503,0.088706666,0.375,0.97914327,0.78
E00011564,E01002315,Havering,551,0,0.25,0.97914327,0.78
E00011565,E01002314,Havering,486,0.369993334,0.25,0.974009305,0.75
E00011566,E01002316,Havering,496,0.404666667,0.125,0.964864431,0.76
E00011567,E01002315,Havering,449,0.333333333,0.25,0.97914327,0.78
E00011568,E01002315,Havering,489,0.0298,0.25,0.97914327,0.78
E00011569,E01002316,Havering,477,0.303033333,0.25,0.964864431,0.76
E00011570,E01002309,Havering,511,0.0331,0.125,0.98668378,0.77
E00011571,E01002316,Havering,469,0.333333333,0.25,0.964864431,0.76
E00011572,E01002315,Havering,544,0.274066666,0.25,0.97914327,0.78
E00011573,E01002321,Havering,1179,0.326433334,0.25,0.977378469,0.8
E00011574,E01002324,Havering,493,0.514453334,0.125,0.983314616,0.74
E00011575,E01002317,Havering,1051,0.310153334,0.375,0.982993743,0.79
E00011576,E01002320,Havering,1000,0.251533333,0.25,0.985881598,0.76
E00011577,E01002319,Havering,700,0.321306666,0.375,0.958446976,0.74
E00011578,E01002318,Havering,814,0.202566667,0.25,0.996149527,0.79
E00011579,E01002320,Havering,729,0.387393333,0.375,0.985881598,0.76
E00011580,E01002319,Havering,551,0.333333333,0.375,0.958446976,0.74
E00011581,E01002318,Havering,1057,0.333333333,0.375,0.996149527,0.79
E00011582,E01002318,Havering,836,0.333333333,0.375,0.996149527,0.79
E00011583,E01002321,Havering,1107,0.296513334,0.375,0.977378469,0.8
E00011584,E01002319,Havering,766,0.43308,0.375,0.958446976,0.74
E00011585,E01002321,Havering,949,0.237066667,0.25,0.977378469,0.8
E00011586,E01002319,Havering,644,0.528266667,0.375,0.958446976,0.74
E00011587,E01002321,Havering,1518,0.3,0.375,0.977378469,0.8
E00011588,E01002323,Havering,757,0.366406667,0.375,0.98844858,0.75
E00011589,E01002323,Havering,686,0.521766667,0.25,0.98844858,0.75
E00011590,E01002323,Havering,751,0.263366667,0.25,0.98844858,0.75
E00011591,E01002323,Havering,711,0.518700001,0.25,0.98844858,0.75
E00011592,E01002324,Havering,714,0.331486666,0.125,0.983314616,0.74
E00011593,E01002324,Havering,760,0.497233333,0.25,0.983314616,0.74
E00011594,E01002324,Havering,807,0.300006667,0.125,0.983314616,0.74
E00011595,E01002323,Havering,714,0.384066667,0.125,0.98844858,0.75
E00011596,E01002324,Havering,671,0.507866667,0.125,0.983314616,0.74
E00011597,E01002322,Havering,714,0.462966667,0.25,0.986523343,0.72
E00011598,E01002322,Havering,597,0.5215,0.125,0.986523343,0.72
E00011599,E01002322,Havering,670,0.544346666,0.125,0.986523343,0.72
E00011601,E01002322,Havering,714,0.463073334,0.25,0.986523343,0.72
E00011602,E01002317,Havering,1100,0.282666667,0.25,0.982993743,0.79
E00011603,E01002317,Havering,2050,0.132046667,0.25,0.982993743,0.79
E00011604,E01002318,Havering,554,0.333333333,0.375,0.996149527,0.79
E00011605,E01002318,Havering,871,0.184333334,0.25,0.996149527,0.79
E00011606,E01002317,Havering,912,0.207,0.25,0.982993743,0.79
E00011607,E01002319,Havering,730,0.4597,0.375,0.958446976,0.74
E00011608,E01002320,Havering,773,0.248126667,0.25,0.985881598,0.76
E00011609,E01002320,Havering,1064,0.279713333,0.375,0.985881598,0.76
E00011610,E01002321,Havering,529,0.295566667,0.375,0.977378469,0.8
E00011611,E01002330,Havering,415,0.2199,0.25,0.978661961,0.73
E00011612,E01002327,Havering,713,0.210726667,0.375,0.991175999,0.74
E00011613,E01002326,Havering,656,0.333333333,0.375,0.96759185,0.73
E00011614,E01002328,Havering,660,0.351813333,0.375,0.991817744,0.73
E00011615,E01002331,Havering,649,0.2882,0.375,0.991175999,0.7
E00011616,E01002331,Havering,771,0.273933333,0.25,0.991175999,0.7
E00011617,E01002331,Havering,686,0.333333333,0.375,0.991175999,0.7
E00011618,E01002332,Havering,714,0.35782,0.375,0.991015562,0.74
E00011619,E01002331,Havering,643,0.33528,0.375,0.991175999,0.7
E00011620,E01002332,Havering,491,0.1708,0.375,0.991015562,0.74
E00011621,E01002331,Havering,829,0.34592,0.375,0.991175999,0.7
E00011622,E01002326,Havering,607,0.333333333,0.375,0.96759185,0.73
E00011623,E01002332,Havering,700,0.439793333,0.25,0.991015562,0.74
E00011624,E01002332,Havering,667,0.595466667,0.25,0.991015562,0.74
E00011625,E01002325,Havering,623,0.333333333,0.375,0.982993743,0.68
E00011626,E01002326,Havering,650,0.369613334,0.375,0.96759185,0.73
E00011627,E01002326,Havering,777,0.333333333,0.375,0.96759185,0.73
E00011628,E01002332,Havering,472,0.15888,0.375,0.991015562,0.74
E00011629,E01002327,Havering,629,0.1897,0.375,0.991175999,0.74
E00011630,E01002326,Havering,620,0.356773333,0.375,0.96759185,0.73
E00011631,E01002327,Havering,694,0.311293333,0.375,0.991175999,0.74
E00011632,E01002325,Havering,621,0.527613333,0.25,0.982993743,0.68
E00011633,E01002327,Havering,473,0.141666667,0.375,0.991175999,0.74
E00011634,E01002325,Havering,623,0.155373334,0.25,0.982993743,0.68
E00011635,E01002327,Havering,821,0.357520001,0.375,0.991175999,0.74
E00011636,E01002325,Havering,640,0.430973333,0.25,0.982993743,0.68
E00011637,E01002325,Havering,525,0.523473333,0.25,0.982993743,0.68
E00011638,E01002328,Havering,729,0.3632,0.375,0.991817744,0.73
E00011639,E01002328,Havering,675,0.4,0.25,0.991817744,0.73
E00011640,E01002328,Havering,757,0.3281,0.375,0.991817744,0.73
E00011641,E01002328,Havering,694,0.248266667,0.375,0.991817744,0.73
E00011642,E01002329,Havering,714,0.413333333,0.375,0.980105888,0.73
E00011643,E01002325,Havering,711,0.370800001,0.125,0.982993743,0.68
E00011644,E01002330,Havering,778,0.264,0.125,0.978661961,0.73
E00011645,E01002329,Havering,714,0.333333333,0.25,0.980105888,0.73
E00011646,E01002330,Havering,707,0.0055,0.125,0.978661961,0.73
E00011647,E01002329,Havering,736,0.333333333,0.25,0.980105888,0.73
E00011648,E01002330,Havering,697,0.181833333,0.125,0.978661961,0.73
E00011649,E01002329,Havering,757,0.126366667,0.125,0.980105888,0.73
E00011650,E01002330,Havering,560,0,0.125,0.978661961,0.73
E00011651,E01002329,Havering,457,0.3102,0.375,0.980105888,0.73
E00011652,E01002333,Havering,979,0.75044,0.25,0.993261672,0.7
E00011653,E01002336,Havering,920,0.172013334,0.25,0.988127707,0.72
E00011654,E01002335,Havering,623,0.28834,0.375,0.991175999,0.75
E00011655,E01002336,Havering,714,0.25,0.25,0.988127707,0.72
E00011656,E01002337,Havering,1743,0.193006667,0.25,0.992780363,0.76
E00011657,E01002334,Havering,1229,0.446706667,0.125,0.982993743,0.75
E00011658,E01002335,Havering,664,0.10312,0.375,0.991175999,0.75
E00011659,E01002337,Havering,1887,0.455793333,0.125,0.992780363,0.76
E00011660,E01002334,Havering,879,0.413933333,0.25,0.982993743,0.75
E00011661,E01002335,Havering,394,0.049166667,0.25,0.991175999,0.75
E00011662,E01002335,Havering,689,0.333333333,0.375,0.991175999,0.75
E00011663,E01002338,Havering,694,0.276786666,0.375,0.976736724,0.75
E00011664,E01002337,Havering,714,0.516660001,0.25,0.992780363,0.76
E00011665,E01002338,Havering,679,0.092733333,0.375,0.976736724,0.75
E00011666,E01002336,Havering,914,0.308466667,0.25,0.988127707,0.72
E00011667,E01002338,Havering,871,0.157766666,0.375,0.976736724,0.75
E00011668,E01002337,Havering,1336,0.2566,0.25,0.992780363,0.76
E00011669,E01002334,Havering,750,0.2367,0.25,0.982993743,0.75
E00011670,E01002339,Havering,929,0.199440001,0.25,0.990855126,0.75
E00011671,E01002338,Havering,683,0.180566666,0.375,0.976736724,0.75
E00011672,E01002339,Havering,970,0.002933333,0.125,0.990855126,0.75
E00011673,E01002339,Havering,1191,0.1277,0.125,0.990855126,0.75
E00011674,E01002340,Havering,684,0,0.375,0.991496871,0.75
E00011675,E01002339,Havering,1014,0,0.125,0.990855126,0.75
E00011676,E01002340,Havering,714,0.0025,0.5,0.991496871,0.75
E00011677,E01002340,Havering,757,0,0.375,0.991496871,0.75
E00011678,E01002339,Havering,1107,0.005166667,0.25,0.990855126,0.75
E00011679,E01002340,Havering,809,0.0193,0.5,0.991496871,0.75
E00011680,E01002341,Havering,766,0.507546667,0.25,0.991336435,0.76
E00011681,E01002341,Havering,743,0.641633334,0.25,0.991336435,0.76
E00011682,E01002333,Havering,807,0.517166666,0.25,0.993261672,0.7
E00011683,E01002341,Havering,764,0.706380001,0.25,0.991336435,0.76
E00011684,E01002341,Havering,871,0.6627,0.25,0.991336435,0.76
E00011685,E01002333,Havering,806,0.710933334,0.25,0.993261672,0.7
E00011686,E01002336,Havering,786,0.11584,0.25,0.988127707,0.72
E00011687,E01002333,Havering,1029,0.626866667,0.25,0.993261672,0.7
E00011688,E01002334,Havering,886,0.4978,0.25,0.982993743,0.75
E00011689,E01002334,Havering,1207,0.435653333,0.125,0.982993743,0.75
E00011690,E01002335,Havering,713,0.2006,0.375,0.991175999,0.75
E00011691,E01002336,Havering,467,0.352566666,0.25,0.988127707,0.72
E00011692,E01002345,Havering,463,0.510473333,0.375,0.930210172,0.76
E00011693,E01002342,Havering,629,0.313766667,0.25,0.979624579,0.76
E00011694,E01002347,Havering,657,0.02384,0.125,0.989411198,0.75
E00011695,E01002344,Havering,689,0.194253333,0.125,0.958607412,0.79
E00011696,E01002349,Havering,761,0.272233333,0.125,0.991657308,0.81
E00011697,E01002348,Havering,667,0.196066667,0.25,0.987485962,0.82
E00011698,E01002348,Havering,943,0.313233333,0.25,0.987485962,0.82
E00011699,E01002349,Havering,736,0.2792,0.25,0.991657308,0.81
E00011700,E01002349,Havering,714,0.275133334,0.25,0.991657308,0.81
E00011701,E01002349,Havering,714,0.276133334,0.25,0.991657308,0.81
E00011702,E01002343,Havering,789,0.325366666,0.25,0.991978181,0.82
E00011703,E01002348,Havering,707,0.332326667,0.25,0.987485962,0.82
E00011704,E01002348,Havering,686,0.26616,0.25,0.987485962,0.82
E00011705,E01002349,Havering,743,0.121013334,0.25,0.991657308,0.81
E00011706,E01002348,Havering,686,0.455873333,0.125,0.987485962,0.82
E00011707,E01002343,Havering,800,0.221433333,0.125,0.991978181,0.82
E00011708,E01002343,Havering,750,0.268233334,0.125,0.991978181,0.82
E00011709,E01002345,Havering,380,0.209573333,0.25,0.930210172,0.76
E00011710,E01002343,Havering,766,0.136813333,0.25,0.991978181,0.82
E00011711,E01002343,Havering,714,0.187293334,0.25,0.991978181,0.82
E00011712,E01002344,Havering,583,0.383673333,0.125,0.958607412,0.79
E00011713,E01002344,Havering,886,0.39856,0.25,0.958607412,0.79
E00011714,E01002342,Havering,524,0.333333333,0.25,0.979624579,0.76
E00011715,E01002342,Havering,364,0.328866667,0.25,0.979624579,0.76
E00011716,E01002342,Havering,529,0.525453333,0.25,0.979624579,0.76
E00011717,E01002345,Havering,351,0.41472,0.375,0.930210172,0.76
E00011718,E01002346,Havering,557,0.144693333,0.25,0.982512434,0.77
E00011719,E01002342,Havering,529,0.338706667,0.25,0.979624579,0.76
E00011720,E01002346,Havering,457,0.13986,0.375,0.982512434,0.77
E00011721,E01002344,Havering,650,0.494026666,0.25,0.958607412,0.79
E00011722,E01002346,Havering,600,0.20236,0.375,0.982512434,0.77
E00011723,E01002344,Havering,580,0.316400001,0.25,0.958607412,0.79
E00011724,E01002345,Havering,493,0.284,0.375,0.930210172,0.76
E00011725,E01002347,Havering,586,0.04486,0.125,0.989411198,0.75
E00011726,E01002345,Havering,407,0.261453334,0.375,0.930210172,0.76
E00011727,E01002346,Havering,567,0.04888,0.25,0.982512434,0.77
E00011728,E01002347,Havering,679,0.0766,0.125,0.989411198,0.75
E00011729,E01002347,Havering,671,0,0.125,0.989411198,0.75
E00011730,E01002358,Havering,714,0.0956,0.5,0.967110541,0.74
E00011731,E01002351,Havering,807,0.191600001,0.5,0.990052944,0.75
E00011732,E01002353,Havering,1337,0.150933334,0.25,0.914166533,0.75
E00011733,E01002350,Havering,307,0.333333333,0.625,0.954115193,0.74
E00011734,E01002353,Havering,1257,0.122506667,0.5,0.914166533,0.75
E00011735,E01002354,Havering,1071,0.389273334,0.375,0.987004653,0.79
E00011736,E01002353,Havering,934,0.2505,0.5,0.914166533,0.75
E00011737,E01002354,Havering,629,0.336046667,0.25,0.987004653,0.79
E00011739,E01002354,Havering,1186,0.38214,0.375,0.987004653,0.79
E00011740,E01002354,Havering,1126,0.289066667,0.25,0.987004653,0.79
E00011741,E01002354,Havering,1146,0.014866667,0.375,0.987004653,0.79
E00011743,E01002353,Havering,629,0.066666666,0.75,0.914166533,0.75
E00011744,E01002355,Havering,914,0.0439,0.25,0.990052944,0.79
E00011745,E01002355,Havering,963,0.03732,0.375,0.990052944,0.79
E00011746,E01032742,Havering,686,0.2,0.125,0.97336756,0.75
E00011747,E01002355,Havering,857,0,0.375,0.990052944,0.79
E00011748,E01002355,Havering,814,0.17282,0.25,0.990052944,0.79
E00011749,E01032742,Havering,557,0.388193333,0.5,0.97336756,0.75
E00011750,E01032742,Havering,377,0.2,0.5,0.97336756,0.75
E00011751,E01002355,Havering,714,0.09558,0.25,0.990052944,0.79
E00011753,E01032741,Havering,404,0.199333333,0.75,0.871811327,0.72
E00011754,E01002352,Havering,707,0.333333333,0.375,0.977859779,0.74
E00011755,E01002352,Havering,536,0.333333333,0.375,0.977859779,0.74
E00011756,E01032742,Havering,480,0.314426667,0.375,0.97336756,0.75
E00011757,E01002352,Havering,496,0.338453333,0.375,0.977859779,0.74
E00011758,E01002358,Havering,657,0.050833333,0.625,0.967110541,0.74
E00011759,E01002352,Havering,657,0.3254,0.375,0.977859779,0.74
E00011760,E01002356,Havering,600,0.18592,0.5,0.799454516,0.74
E00011761,E01002358,Havering,671,0.327433334,0.625,0.967110541,0.74
E00011762,E01002358,Havering,534,0.173266667,0.875,0.967110541,0.74
E00011763,E01002356,Havering,429,0.307233333,0.875,0.799454516,0.74
E00011764,E01002356,Havering,607,0.2,0.5,0.799454516,0.74
E00011765,E01002356,Havering,643,0.1716,0.375,0.799454516,0.74
E00011766,E01002350,Havering,606,0.333333333,0.875,0.954115193,0.74
E00011767,E01002352,Havering,643,0.270266666,0.5,0.977859779,0.74
E00011768,E01002358,Havering,509,0.039566667,0.625,0.967110541,0.74
E00011769,E01002350,Havering,514,0.330766667,0.875,0.954115193,0.74
E00011770,E01002351,Havering,620,0,0.5,0.990052944,0.75
E00011771,E01002352,Havering,580,0.293333333,0.375,0.977859779,0.74
E00011772,E01002350,Havering,480,0.333333333,0.875,0.954115193,0.74
E00011773,E01002350,Havering,771,0.121666666,0.625,0.954115193,0.74
E00011774,E01002351,Havering,647,0.114153333,0.5,0.990052944,0.75
E00011775,E01002351,Havering,671,0.2,0.375,0.990052944,0.75
E00011776,E01002351,Havering,809,0.309240001,0.375,0.990052944,0.75
E00011777,E01002361,Havering,489,0.333333333,0.5,0.942082464,0.77
E00011778,E01002360,Havering,479,0.152266666,0.5,0.982031125,0.8
E00011779,E01002360,Havering,939,0.253,0.375,0.982031125,0.8
E00011780,E01002366,Havering,609,0.180366667,0.375,0.99021338,0.81
E00011781,E01002366,Havering,614,0,0.5,0.99021338,0.81
E00011782,E01002366,Havering,871,0.311833334,0.375,0.99021338,0.81
E00011783,E01002365,Havering,763,0.323186667,0.375,0.969998396,0.79
E00011784,E01002365,Havering,671,0.405053333,0.5,0.969998396,0.79
E00011785,E01002365,Havering,580,0.553086667,0.5,0.969998396,0.79
E00011786,E01002367,Havering,919,0.209033333,0.375,0.972886251,0.81
E00011787,E01002367,Havering,640,0.253133333,0.375,0.972886251,0.81
E00011788,E01002367,Havering,790,0.312666667,0.375,0.972886251,0.81
E00011789,E01002359,Havering,1014,0.16012,0.375,0.990855126,0.79
E00011790,E01002367,Havering,777,0.333333333,0.375,0.972886251,0.81
E00011791,E01002359,Havering,361,0.363013333,0.5,0.990855126,0.79
E00011792,E01002359,Havering,823,0.350713333,0.25,0.990855126,0.79
E00011793,E01002359,Havering,920,0.2005,0.375,0.990855126,0.79
E00011794,E01002367,Havering,550,0.315666667,0.375,0.972886251,0.81
E00011795,E01002360,Havering,513,0.429693333,0.5,0.982031125,0.8
E00011796,E01002361,Havering,480,0.333333333,0.5,0.942082464,0.77
E00011797,E01002362,Havering,1050,0.5106,0.375,0.990855126,0.83
E00011798,E01002360,Havering,800,0.513033334,0.375,0.982031125,0.8
E00011799,E01002362,Havering,829,0.36308,0.5,0.990855126,0.83
E00011800,E01002361,Havering,443,0.333333333,0.5,0.942082464,0.77
E00011801,E01002361,Havering,743,0.333333333,0.375,0.942082464,0.77
E00011802,E01002360,Havering,1043,0.1724,0.375,0.982031125,0.8
E00011803,E01002360,Havering,849,0.328133334,0.375,0.982031125,0.8
E00011804,E01002363,Havering,694,0.333333333,0.375,0.98844858,0.8
E00011805,E01002361,Havering,631,0.3014,0.5,0.942082464,0.77
E00011806,E01002362,Havering,779,0.428073334,0.5,0.990855126,0.83
E00011807,E01002361,Havering,783,0.0382,0.5,0.942082464,0.77
E00011808,E01002363,Havering,929,0.309,0.375,0.98844858,0.8
E00011809,E01002362,Havering,714,0.152066667,0.5,0.990855126,0.83
E00011810,E01002362,Havering,1086,0.290333334,0.5,0.990855126,0.83
E00011811,E01002364,Havering,880,0.0509,0.5,0.989411198,0.82
E00011812,E01002363,Havering,771,0.231433333,0.375,0.98844858,0.8
E00011813,E01002364,Havering,829,0.031633334,0.375,0.989411198,0.82
E00011814,E01002364,Havering,879,0,0.375,0.989411198,0.82
E00011815,E01002364,Havering,1000,0.026366667,0.5,0.989411198,0.82
E00011816,E01002363,Havering,699,0.286066667,0.375,0.98844858,0.8
E00011817,E01002363,Havering,357,0.121199999,0.375,0.98844858,0.8
E00011818,E01002366,Havering,697,0.1595,0.375,0.99021338,0.81
E00011819,E01002365,Havering,817,0.352506667,0.375,0.969998396,0.79
E00011820,E01002373,Havering,714,0.69492,0.375,0.98443767,0.75
E00011821,E01002370,Havering,486,0.29184,0.125,0.961174394,0.74
E00011822,E01002372,Havering,693,0.335073333,0.25,0.981068506,0.77
E00011823,E01002373,Havering,654,0.55654,0.125,0.98443767,0.75
E00011824,E01002372,Havering,691,0.563533333,0.375,0.981068506,0.77
E00011825,E01002372,Havering,686,0.622766667,0.25,0.981068506,0.77
E00011826,E01002372,Havering,614,0.485953333,0.375,0.981068506,0.77
E00011827,E01002375,Havering,629,0.86398,0.25,0.981068506,0.76
E00011828,E01002375,Havering,557,0.921600001,0.125,0.981068506,0.76
E00011829,E01002374,Havering,443,0.8,0.375,0.98443767,0.75
E00011830,E01002375,Havering,543,0.844293334,0.25,0.981068506,0.76
E00011831,E01002374,Havering,697,0.532846667,0.125,0.98443767,0.75
E00011832,E01002373,Havering,621,0.663466667,0.25,0.98443767,0.75
E00011833,E01002372,Havering,643,0.8,0.25,0.981068506,0.77
E00011834,E01002374,Havering,643,0.8,0.375,0.98443767,0.75
E00011835,E01002374,Havering,700,0.780086667,0.375,0.98443767,0.75
E00011836,E01002375,Havering,357,0.92054,0.25,0.981068506,0.76
E00011837,E01002375,Havering,490,0.958660001,0.25,0.981068506,0.76
E00011838,E01002373,Havering,671,0.789360001,0.375,0.98443767,0.75
E00011839,E01002368,Havering,580,0.530533333,0.25,0.952831702,0.7
E00011840,E01002368,Havering,612,0.533333333,0.125,0.952831702,0.7
E00011841,E01002371,Havering,714,0.68572,0.375,0.984758543,0.74
E00011842,E01002373,Havering,600,0.89422,0.25,0.98443767,0.75
E00011843,E01002371,Havering,629,0.646293334,0.375,0.984758543,0.74
E00011844,E01002369,Havering,700,0.318326667,0.25,0.983154179,0.7
E00011845,E01002371,Havering,714,0.32072,0.375,0.984758543,0.74
E00011846,E01002368,Havering,661,0.533333333,0.375,0.952831702,0.7
E00011847,E01002374,Havering,637,0.362726667,0.375,0.98443767,0.75
E00011848,E01002369,Havering,664,0.630426667,0.25,0.983154179,0.7
E00011849,E01002370,Havering,636,0.367353333,0.25,0.961174394,0.74
E00011850,E01002368,Havering,612,0.4293,0.25,0.952831702,0.7
E00011851,E01002368,Havering,611,0.381833334,0.25,0.952831702,0.7
E00011852,E01002368,Havering,657,0.336433333,0.25,0.952831702,0.7
E00011853,E01002369,Havering,750,0.416386667,0.125,0.983154179,0.7
E00011854,E01002371,Havering,543,0.441226667,0.375,0.984758543,0.74
E00011855,E01002371,Havering,697,0.366926667,0.25,0.984758543,0.74
E00011856,E01002370,Havering,466,0.281453333,0.375,0.961174394,0.74
E00011857,E01002370,Havering,576,0.333333333,0.375,0.961174394,0.74
E00011858,E01002370,Havering,629,0.533333333,0.375,0.961174394,0.74
E00011859,E01002369,Havering,657,0.32514,0.375,0.983154179,0.7
E00011860,E01002369,Havering,471,0.179573334,0.375,0.983154179,0.7
E00011861,E01002370,Havering,374,0.108766666,0.375,0.961174394,0.74
E00011862,E01002378,Havering,843,0.295666667,0.125,0.988288144,0.85
E00011863,E01002381,Havering,800,0.24484,0.375,0.98844858,0.82
E00011864,E01002376,Havering,1514,0.107433334,0.375,0.99598909,0.82
E00011865,E01002377,Havering,571,0.203773333,0.25,0.978180651,0.87
E00011866,E01002376,Havering,1600,0,0.375,0.99598909,0.82
E00011867,E01002377,Havering,714,0.355973334,0.25,0.978180651,0.87
E00011868,E01002378,Havering,714,0.459266667,0.25,0.988288144,0.85
E00011869,E01002377,Havering,923,0.412853333,0.25,0.978180651,0.87
E00011870,E01002379,Havering,1357,0,0.5,0.97689716,0.82
E00011871,E01002379,Havering,663,0,0.375,0.97689716,0.82
E00011873,E01002378,Havering,800,0.36488,0.125,0.988288144,0.85
E00011874,E01002380,Havering,460,0.355173333,0.5,0.981710252,0.85
E00011875,E01002378,Havering,871,0.294640001,0.25,0.988288144,0.85
E00011876,E01002379,Havering,536,0.271266667,0.5,0.97689716,0.82
E00011878,E01002377,Havering,864,0.333333333,0.25,0.978180651,0.87
E00011879,E01002380,Havering,1096,0.218793333,0.375,0.981710252,0.85
E00011880,E01002378,Havering,714,0.210066667,0.125,0.988288144,0.85
E00011881,E01002381,Havering,693,0.25026,0.375,0.98844858,0.82
E00011882,E01002380,Havering,1013,0.3434,0.5,0.981710252,0.85
E00011883,E01002379,Havering,571,0.2549,0.5,0.97689716,0.82
E00011884,E01002381,Havering,433,0.03104,0.25,0.98844858,0.82
E00011885,E01002382,Havering,929,0.0565,0.375,0.987967271,0.8
E00011886,E01002379,Havering,889,0.2774,0.5,0.97689716,0.82
E00011887,E01002381,Havering,394,0.223106667,0.375,0.98844858,0.82
