OA,LSOA,LAD,Rent_per_m,green_spac,travel,safety,schools
E00011888,E01002381,Havering,1486,0.12288,0.375,0.98844858,0.82
E00011889,E01002382,Havering,579,0.174033334,0.375,0.987967271,0.8
E00011890,E01002382,Havering,779,0.174033334,0.5,0.987967271,0.8
E00011891,E01002382,Havering,710,0.0312,0.375,0.987967271,0.8
E00011892,E01002382,Havering,714,0.037033334,0.375,0.987967271,0.8
E00011893,E01002383,Havering,764,0.331166666,0.25,0.981389379,0.8
E00011894,E01002383,Havering,1006,0.0846,0.25,0.981389379,0.8
E00011895,E01002376,Havering,1343,0,0.375,0.99598909,0.82
E00011896,E01002383,Havering,1021,0.283466667,0.375,0.981389379,0.8
E00011897,E01002383,Havering,714,0.1839,0.25,0.981389379,0.8
E00011898,E01002383,Havering,836,0.0115,0.125,0.981389379,0.8
E00011899,E01002377,Havering,700,0,0.25,0.978180651,0.87
E00011900,E01002376,Havering,989,0,0.25,0.99598909,0.82
E00011901,E01002386,Havering,714,0.336053333,0.5,0.970640141,0.87
E00011902,E01002387,Havering,1414,0.12314,0.5,0.988929889,0.9
E00011903,E01002390,Havering,1429,0.18542,0.375,0.989090326,0.87
E00011904,E01002388,Havering,1157,0.1302,0.125,0.995507781,0.86
E00011905,E01002385,Havering,910,0.317733333,0.125,0.970800578,0.83
E00011906,E01002386,Havering,654,0.404473333,0.375,0.970640141,0.87
E00011907,E01002386,Havering,714,0.32442,0.375,0.970640141,0.87
E00011908,E01002386,Havering,807,0.372086667,0.375,0.970640141,0.87
E00011909,E01002387,Havering,1414,0.0248,0.375,0.988929889,0.9
E00011910,E01002387,Havering,1289,0.0098,0.125,0.988929889,0.9
E00011911,E01002391,Havering,1143,0.069433333,0.125,0.991175999,0.8
E00011912,E01002387,Havering,1243,0,0.125,0.988929889,0.9
E00011913,E01002385,Havering,1429,0,0.125,0.970800578,0.83
E00011914,E01002386,Havering,714,0.50424,0.625,0.970640141,0.87
E00011915,E01002387,Havering,1393,0.109133334,0.25,0.988929889,0.9
E00011916,E01002389,Havering,1331,0.308066666,0.125,0.988127707,0.84
E00011917,E01002389,Havering,1121,0.321166667,0.125,0.988127707,0.84
E00011918,E01002390,Havering,1371,0.09682,0.25,0.989090326,0.87
E00011919,E01002388,Havering,1411,0,0.125,0.995507781,0.86
E00011920,E01002390,Havering,1339,0.190466667,0.125,0.989090326,0.87
E00011921,E01002390,Havering,1257,0.007366667,0.125,0.989090326,0.87
E00011922,E01002388,Havering,1304,0.031026667,0.125,0.995507781,0.86
E00011923,E01002388,Havering,1286,0,0.125,0.995507781,0.86
E00011924,E01002385,Havering,943,0.231853334,0.375,0.970800578,0.83
E00011925,E01002389,Havering,1179,0.106066666,0.125,0.988127707,0.84
E00011926,E01002385,Havering,1314,0.101566667,0.125,0.970800578,0.83
E00011927,E01002389,Havering,1357,0,0.125,0.988127707,0.84
E00011928,E01002385,Havering,1124,0.2849,0.125,0.970800578,0.83
E00011929,E01002388,Havering,1336,0.253966666,0.25,0.995507781,0.86
E00011930,E01002389,Havering,1529,0.194433334,0.125,0.988127707,0.84
E00011931,E01002391,Havering,931,0.2406,0.125,0.991175999,0.8
E00011932,E01002391,Havering,1200,0.258053334,0.125,0.991175999,0.8
E00011933,E01002384,Havering,1126,0.188266667,0.25,0.986362907,0.89
E00011934,E01002391,Havering,929,0.327966667,0.125,0.991175999,0.8
E00011935,E01002384,Havering,1029,0.060353333,0.5,0.986362907,0.89
E00011936,E01002386,Havering,893,0.498620001,0.625,0.970640141,0.87
E00011937,E01002391,Havering,957,0.333333333,0.125,0.991175999,0.8
E00011938,E01002384,Havering,1071,0.192980001,0.625,0.986362907,0.89
E00011939,E01002384,Havering,1276,0.002466667,0.5,0.986362907,0.89
E00011940,E01002384,Havering,1043,0.0336,0.25,0.986362907,0.89
E00011941,E01002395,Hillingdon,814,0.601806666,0.25,0.983314616,0.75
E00011942,E01002398,Hillingdon,824,0.328326667,0.375,0.980105888,0.71
E00011943,E01002395,Hillingdon,751,0.572440001,0.25,0.983314616,0.75
E00011944,E01002397,Hillingdon,962,0.417846666,0.375,0.956682176,0.71
E00011945,E01002397,Hillingdon,720,0.466666667,0.375,0.956682176,0.71
E00011946,E01002394,Hillingdon,725,0.463486667,0.125,0.984116798,0.72
E00011947,E01002398,Hillingdon,562,0.421786667,0.375,0.980105888,0.71
E00011948,E01002398,Hillingdon,779,0.326666667,0.375,0.980105888,0.71
E00011949,E01002395,Hillingdon,754,0.430166667,0.25,0.983314616,0.75
E00011950,E01002397,Hillingdon,749,0.508846667,0.5,0.956682176,0.71
E00011951,E01002394,Hillingdon,814,0.405246666,0.25,0.984116798,0.72
E00011952,E01002399,Hillingdon,864,0.489286666,0.25,0.981549815,0.74
E00011953,E01002399,Hillingdon,844,0.564686667,0.375,0.981549815,0.74
E00011954,E01002396,Hillingdon,888,0.508173333,0.25,0.969677523,0.74
E00011955,E01002399,Hillingdon,934,0.466666667,0.375,0.981549815,0.74
E00011956,E01002398,Hillingdon,844,0.456066667,0.375,0.980105888,0.71
E00011957,E01002396,Hillingdon,859,0.466666667,0.375,0.969677523,0.74
E00011958,E01002399,Hillingdon,753,0.421866667,0.375,0.981549815,0.74
E00011959,E01002396,Hillingdon,844,0.466666667,0.375,0.969677523,0.74
E00011960,E01002396,Hillingdon,723,0.466666667,0.5,0.969677523,0.74
E00011961,E01002392,Hillingdon,716,0.538486667,0.25,0.967270977,0.73
E00011962,E01002392,Hillingdon,716,0.389306666,0.25,0.967270977,0.73
E00011963,E01002392,Hillingdon,769,0.587826667,0.25,0.967270977,0.73
E00011964,E01002393,Hillingdon,648,0.271433333,0.375,0.97336756,0.73
E00011965,E01002393,Hillingdon,573,0.266666667,0.375,0.97336756,0.73
E00011966,E01002392,Hillingdon,410,0.266666667,0.25,0.967270977,0.73
E00011967,E01002393,Hillingdon,574,0.3813,0.375,0.97336756,0.73
E00011968,E01002393,Hillingdon,859,0.340966667,0.25,0.97336756,0.73
E00011969,E01002393,Hillingdon,576,0.304766667,0.375,0.97336756,0.73
E00011970,E01002394,Hillingdon,795,0.47556,0.125,0.984116798,0.72
E00011971,E01002397,Hillingdon,752,0.349106667,0.375,0.956682176,0.71
E00011972,E01002392,Hillingdon,702,0.266666667,0.25,0.967270977,0.73
E00011973,E01002394,Hillingdon,612,0.384066667,0.125,0.984116798,0.72
E00011974,E01002407,Hillingdon,705,0,0.625,0.923150971,0.72
E00011975,E01002404,Hillingdon,577,0.34078,0.375,0.977859779,0.7
E00011976,E01002406,Hillingdon,723,0.511213333,0.375,0.94625381,0.73
E00011977,E01002406,Hillingdon,943,0.23932,0.375,0.94625381,0.73
E00011978,E01002406,Hillingdon,734,0.512053334,0.5,0.94625381,0.73
E00011979,E01002405,Hillingdon,554,0.27914,0.375,0.959730467,0.69
E00011980,E01002406,Hillingdon,748,0.609,0.625,0.94625381,0.73
E00011982,E01002407,Hillingdon,600,0.099006667,0.625,0.923150971,0.72
E00011983,E01002407,Hillingdon,829,0.479580001,0.375,0.923150971,0.72
E00011984,E01002400,Hillingdon,919,0.3223,0.375,0.968073159,0.74
E00011985,E01002401,Hillingdon,708,0.153046666,0.375,0.957323921,0.71
E00011986,E01002401,Hillingdon,784,0.16956,0.375,0.957323921,0.71
E00011987,E01002401,Hillingdon,672,0.3252,0.375,0.957323921,0.71
E00011988,E01002402,Hillingdon,446,0.2,0.375,0.982833307,0.71
E00011989,E01002400,Hillingdon,799,0.19528,0.375,0.968073159,0.74
E00011990,E01002400,Hillingdon,723,0.37,0.375,0.968073159,0.74
E00011991,E01002401,Hillingdon,859,0.489346667,0.125,0.957323921,0.71
E00011992,E01002400,Hillingdon,977,0.27672,0.375,0.968073159,0.74
E00011993,E01002402,Hillingdon,753,0.29436,0.375,0.982833307,0.71
E00011994,E01002403,Hillingdon,687,0.22272,0.25,0.979303706,0.7
E00011995,E01002401,Hillingdon,699,0.2074,0.25,0.957323921,0.71
E00011996,E01002403,Hillingdon,778,0.2,0.25,0.979303706,0.7
E00011997,E01002402,Hillingdon,754,0.2928,0.375,0.982833307,0.71
E00011998,E01002402,Hillingdon,746,0.2,0.375,0.982833307,0.71
E00011999,E01002404,Hillingdon,518,0.564733334,0.375,0.977859779,0.7
E00012000,E01002400,Hillingdon,748,0.2,0.25,0.968073159,0.74
E00012001,E01002404,Hillingdon,790,0.435886666,0.25,0.977859779,0.7
E00012002,E01002403,Hillingdon,527,0.23236,0.25,0.979303706,0.7
E00012003,E01002403,Hillingdon,754,0.2,0.375,0.979303706,0.7
E00012004,E01002404,Hillingdon,618,0.33732,0.25,0.977859779,0.7
E00012005,E01002405,Hillingdon,710,0.2,0.375,0.959730467,0.69
E00012006,E01002404,Hillingdon,738,0.22302,0.25,0.977859779,0.7
E00012007,E01002405,Hillingdon,714,0.27518,0.375,0.959730467,0.69
E00012008,E01002405,Hillingdon,754,0.2,0.375,0.959730467,0.69
E00012009,E01002405,Hillingdon,868,0.2252,0.25,0.959730467,0.69
E00012010,E01002406,Hillingdon,814,0.36184,0.375,0.94625381,0.73
E00012011,E01002409,Hillingdon,669,0.19012,0.375,0.98267287,0.74
E00012012,E01002414,Hillingdon,720,0.461633333,0.375,0.953313011,0.75
E00012013,E01002410,Hillingdon,904,0.533333333,0.375,0.951869084,0.78
E00012015,E01002410,Hillingdon,800,0.202893333,0.375,0.951869084,0.78
E00012016,E01002411,Hillingdon,945,0.533333333,0.25,0.976415851,0.66
E00012017,E01002410,Hillingdon,844,0.361453334,0.375,0.951869084,0.78
E00012018,E01002410,Hillingdon,889,0.15706,0.375,0.951869084,0.78
E00012019,E01002410,Hillingdon,1093,0.04648,0.375,0.951869084,0.78
E00012020,E01002408,Hillingdon,574,0.11388,0.375,0.97914327,0.73
E00012021,E01002412,Hillingdon,889,0.664373334,0.375,0.931974972,0.77
E00012023,E01002411,Hillingdon,693,0.446886667,0.25,0.976415851,0.66
E00012024,E01002408,Hillingdon,751,0.117,0.375,0.97914327,0.73
E00012025,E01002408,Hillingdon,512,0.02644,0.375,0.97914327,0.73
E00012026,E01002412,Hillingdon,1010,0.52632,0.25,0.931974972,0.77
E00012027,E01002412,Hillingdon,1243,0.321613334,0.375,0.931974972,0.77
E00012028,E01002409,Hillingdon,754,0.2,0.375,0.98267287,0.74
E00012029,E01002409,Hillingdon,829,0.02256,0.375,0.98267287,0.74
E00012030,E01002411,Hillingdon,829,0.131080001,0.25,0.976415851,0.66
E00012031,E01002408,Hillingdon,691,0.00658,0.375,0.97914327,0.73
E00012032,E01002408,Hillingdon,790,0.322133333,0.375,0.97914327,0.73
E00012033,E01002411,Hillingdon,754,0.331340001,0.25,0.976415851,0.66
E00012034,E01002409,Hillingdon,880,0.035859999,0.375,0.98267287,0.74
E00012035,E01002409,Hillingdon,915,0.18948,0.375,0.98267287,0.74
E00012036,E01002411,Hillingdon,695,0.31484,0.125,0.976415851,0.66
E00012037,E01002413,Hillingdon,877,0.12856,0.25,0.969677523,0.7
E00012038,E01002413,Hillingdon,704,0.3236,0.125,0.969677523,0.7
E00012039,E01002413,Hillingdon,731,0.263666667,0.25,0.969677523,0.7
E00012040,E01002413,Hillingdon,653,0.333333333,0.375,0.969677523,0.7
E00012041,E01002413,Hillingdon,746,0.321693334,0.375,0.969677523,0.7
E00012042,E01002414,Hillingdon,1040,0.202500001,0.375,0.953313011,0.75
E00012043,E01002414,Hillingdon,487,0.533333333,0.5,0.953313011,0.75
E00012044,E01002417,Hillingdon,1157,0.08088,0.375,0.972244505,0.82
E00012045,E01002417,Hillingdon,1276,0.233326667,0.375,0.972244505,0.82
E00012046,E01002418,Hillingdon,1228,0.323453333,0.25,0.991817744,0.8
E00012047,E01002421,Hillingdon,1221,0.446366667,0.125,0.987004653,0.76
E00012048,E01002421,Hillingdon,1141,0.3358,0.375,0.987004653,0.76
E00012049,E01002420,Hillingdon,844,0.444766666,0.125,0.99245949,0.8
E00012050,E01002421,Hillingdon,1055,0.221866667,0.125,0.987004653,0.76
E00012051,E01002415,Hillingdon,1055,0.437333333,0.125,0.991496871,0.77
E00012052,E01002421,Hillingdon,740,0.377166667,0.125,0.987004653,0.76
E00012053,E01002416,Hillingdon,1130,0.2,0.25,0.991817744,0.76
E00012054,E01002421,Hillingdon,1191,0.2,0.125,0.987004653,0.76
E00012055,E01002415,Hillingdon,1166,0.259333333,0.125,0.991496871,0.77
E00012056,E01002416,Hillingdon,1169,0.2,0.125,0.991817744,0.76
E00012057,E01002416,Hillingdon,1195,0.2,0.125,0.991817744,0.76
E00012058,E01002415,Hillingdon,1001,0.2,0.125,0.991496871,0.77
E00012059,E01002415,Hillingdon,969,0.2,0.25,0.991496871,0.77
E00012060,E01002416,Hillingdon,1130,0.2,0.375,0.991817744,0.76
E00012061,E01002416,Hillingdon,1115,0.2,0.125,0.991817744,0.76
E00012062,E01002415,Hillingdon,965,0.2,0.375,0.991496871,0.77
E00012063,E01002417,Hillingdon,1292,0.281146666,0.375,0.972244505,0.82
E00012064,E01002417,Hillingdon,1352,0.1958,0.375,0.972244505,0.82
E00012065,E01002417,Hillingdon,1055,0.12272,0.375,0.972244505,0.82
E00012066,E01002419,Hillingdon,838,0.435766667,0.5,0.990534253,0.81
E00012067,E01002418,Hillingdon,1025,0.580013334,0.375,0.991817744,0.8
E00012068,E01002419,Hillingdon,1320,0.539333334,0.375,0.990534253,0.81
E00012069,E01002418,Hillingdon,1136,0.40354,0.375,0.991817744,0.8
E00012070,E01002419,Hillingdon,693,0.533333333,0.375,0.990534253,0.81
E00012071,E01002418,Hillingdon,1099,0.443986667,0.375,0.991817744,0.8
E00012072,E01002419,Hillingdon,1352,0.533333333,0.375,0.990534253,0.81
E00012073,E01002418,Hillingdon,512,0.35782,0.125,0.991817744,0.8
E00012074,E01002420,Hillingdon,708,0.30154,0.375,0.99245949,0.8
E00012075,E01002420,Hillingdon,1123,0.530453334,0.375,0.99245949,0.8
E00012076,E01002419,Hillingdon,1251,0.448766666,0.375,0.990534253,0.81
E00012077,E01002420,Hillingdon,868,0.3703,0.25,0.99245949,0.8
E00012078,E01002420,Hillingdon,1145,0.510033334,0.125,0.99245949,0.8
E00012079,E01002426,Hillingdon,919,0.319066667,0.375,0.986202471,0.74
E00012080,E01002424,Hillingdon,708,0.266666667,0.25,0.978501524,0.72
E00012081,E01002425,Hillingdon,874,0.316666667,0.375,0.983795925,0.72
E00012082,E01002422,Hillingdon,839,0.415873334,0.375,0.971763196,0.75
E00012083,E01002422,Hillingdon,638,0.276746666,0.25,0.971763196,0.75
E00012084,E01002423,Hillingdon,850,0.15238,0.375,0.976576288,0.79
E00012085,E01002422,Hillingdon,934,0.266666667,0.25,0.971763196,0.75
E00012086,E01002424,Hillingdon,754,0.436566666,0.375,0.978501524,0.72
E00012087,E01002424,Hillingdon,796,0.275826667,0.375,0.978501524,0.72
E00012088,E01002422,Hillingdon,904,0.266666667,0.25,0.971763196,0.75
E00012089,E01002426,Hillingdon,714,0.266666667,0.375,0.986202471,0.74
E00012090,E01002429,Hillingdon,1014,0.2,0.25,0.982993743,0.7
E00012091,E01002423,Hillingdon,894,0.08,0.25,0.976576288,0.79
E00012092,E01002423,Hillingdon,879,0.14594,0.125,0.976576288,0.79
E00012093,E01002423,Hillingdon,754,0.266666667,0.25,0.976576288,0.79
E00012094,E01002426,Hillingdon,689,0.266666667,0.375,0.986202471,0.74
E00012095,E01002427,Hillingdon,889,0.266666667,0.375,0.989732071,0.78
E00012096,E01002427,Hillingdon,814,0.23416,0.375,0.989732071,0.78
E00012097,E01002427,Hillingdon,874,0.266666667,0.25,0.989732071,0.78
E00012098,E01002426,Hillingdon,707,0.278886667,0.375,0.986202471,0.74
E00012099,E01002427,Hillingdon,377,0.092533334,0.375,0.989732071,0.78
E00012100,E01002426,Hillingdon,653,0.389746667,0.375,0.986202471,0.74
E00012101,E01002428,Hillingdon,627,0.369106667,0.25,0.986202471,0.72
E00012102,E01002429,Hillingdon,449,0.18274,0.25,0.982993743,0.7
E00012103,E01002425,Hillingdon,362,0.30252,0.25,0.983795925,0.72
E00012104,E01002429,Hillingdon,708,0.2,0.25,0.982993743,0.7
E00012105,E01002428,Hillingdon,889,0.573446667,0.125,0.986202471,0.72
E00012106,E01002429,Hillingdon,738,0.2,0.25,0.982993743,0.7
E00012107,E01002428,Hillingdon,844,0.463706667,0.25,0.986202471,0.72
E00012108,E01002428,Hillingdon,782,0.517426667,0.25,0.986202471,0.72
E00012109,E01002424,Hillingdon,871,0.719533334,0.375,0.978501524,0.72
E00012110,E01002425,Hillingdon,362,0.447533333,0.25,0.983795925,0.72
E00012111,E01002425,Hillingdon,831,0.387346667,0.375,0.983795925,0.72
E00012112,E01002425,Hillingdon,368,0.369853333,0.25,0.983795925,0.72
E00012113,E01002433,Hillingdon,1289,0.697433334,0.25,0.978180651,0.8
E00012114,E01002431,Hillingdon,1772,0.00164,0.375,0.99069469,0.83
E00012115,E01002432,Hillingdon,1356,0.104900001,0.375,0.972084069,0.82
E00012116,E01002431,Hillingdon,1737,0.01166,0.25,0.99069469,0.83
E00012117,E01002430,Hillingdon,1688,0.558413333,0.125,0.988288144,0.85
E00012118,E01002435,Hillingdon,1457,0.3654,0.375,0.993422108,0.85
E00012119,E01002431,Hillingdon,1507,0.01094,0.375,0.99069469,0.83
E00012120,E01002432,Hillingdon,1507,0.0072,0.375,0.972084069,0.82
E00012121,E01002432,Hillingdon,1070,0,0.375,0.972084069,0.82
E00012122,E01002430,Hillingdon,1507,0.5184,0.125,0.988288144,0.85
E00012123,E01002435,Hillingdon,1209,0.377306667,0.25,0.993422108,0.85
E00012124,E01002434,Hillingdon,1628,0.709653334,0.25,0.988609017,0.84
E00012126,E01002432,Hillingdon,1017,0.06112,0.5,0.972084069,0.82
E00012127,E01002434,Hillingdon,1854,0.47082,0.375,0.988609017,0.84
E00012128,E01002435,Hillingdon,1582,0.256386666,0.375,0.993422108,0.85
E00012129,E01002434,Hillingdon,1909,0.7879,0.25,0.988609017,0.84
E00012130,E01002431,Hillingdon,1477,0,0.375,0.99069469,0.83
E00012131,E01002435,Hillingdon,1628,0.205553333,0.375,0.993422108,0.85
E00012132,E01002437,Hillingdon,1795,0.311446666,0.125,0.992299053,0.86
E00012133,E01002436,Hillingdon,1296,0.675533334,0.25,0.982512434,0.82
E00012134,E01002436,Hillingdon,996,0.701453334,0.25,0.982512434,0.82
E00012135,E01002433,Hillingdon,1545,0.538666667,0.25,0.978180651,0.8
E00012136,E01002437,Hillingdon,1674,0.242566667,0.25,0.992299053,0.86
E00012137,E01002437,Hillingdon,1675,0.052166667,0.25,0.992299053,0.86
E00012138,E01002437,Hillingdon,1839,0.1181,0.125,0.992299053,0.86
E00012139,E01002436,Hillingdon,1207,0.514213333,0.125,0.982512434,0.82
E00012140,E01002430,Hillingdon,1959,0.543573333,0.125,0.988288144,0.85
E00012141,E01002433,Hillingdon,1236,0.455326667,0.25,0.978180651,0.8
E00012142,E01002436,Hillingdon,716,0.740533334,0.125,0.982512434,0.82
E00012143,E01002437,Hillingdon,1590,0,0.25,0.992299053,0.86
E00012144,E01002436,Hillingdon,1462,0.78182,0.125,0.982512434,0.82
E00012145,E01002430,Hillingdon,2205,0.410673334,0.125,0.988288144,0.85
E00012146,E01002433,Hillingdon,835,0.5169,0.125,0.978180651,0.8
E00012147,E01002434,Hillingdon,1567,0.349626667,0.125,0.988609017,0.84
E00012148,E01002432,Hillingdon,957,0.0061,0.375,0.972084069,0.82
E00012149,E01002439,Hillingdon,829,0.471266666,0.125,0.968233595,0.78
E00012150,E01002440,Hillingdon,1421,0.220626666,0.125,0.97914327,0.75
E00012151,E01002441,Hillingdon,1093,0.19244,0.125,0.959249158,0.76
E00012152,E01002438,Hillingdon,753,0.39782,0.125,0.983795925,0.83
E00012153,E01002439,Hillingdon,888,0.321893333,0.25,0.968233595,0.78
E00012154,E01002440,Hillingdon,627,0,0.125,0.97914327,0.75
E00012155,E01002441,Hillingdon,2607,0.08294,0.125,0.959249158,0.76
E00012156,E01002439,Hillingdon,784,0.493520001,0.25,0.968233595,0.78
E00012157,E01002441,Hillingdon,513,0,0.25,0.959249158,0.76
E00012158,E01002441,Hillingdon,799,0.004213333,0.25,0.959249158,0.76
E00012159,E01002441,Hillingdon,1085,0.009173334,0.125,0.959249158,0.76
E00012160,E01002442,Hillingdon,937,0,0.25,0.969517086,0.79
E00012161,E01002441,Hillingdon,534,0,0.25,0.959249158,0.76
E00012162,E01002442,Hillingdon,686,0.002533333,0.125,0.969517086,0.79
E00012163,E01002442,Hillingdon,648,0,0.25,0.969517086,0.79
E00012164,E01002442,Hillingdon,980,0.017666666,0.25,0.969517086,0.79
E00012165,E01002442,Hillingdon,949,0.033313334,0.125,0.969517086,0.79
E00012166,E01002438,Hillingdon,1379,0.353693333,0.125,0.983795925,0.83
E00012167,E01002438,Hillingdon,1349,0.48592,0.125,0.983795925,0.83
E00012168,E01002439,Hillingdon,824,0.682313333,0.125,0.968233595,0.78
E00012169,E01002438,Hillingdon,931,0.3212,0.125,0.983795925,0.83
E00012170,E01002440,Hillingdon,753,0,0.125,0.97914327,0.75
E00012171,E01002440,Hillingdon,775,0,0.125,0.97914327,0.75
E00012172,E01002439,Hillingdon,850,0.438493333,0.25,0.968233595,0.78
E00012173,E01002440,Hillingdon,867,0.04552,0.125,0.97914327,0.75
E00012174,E01002445,Hillingdon,829,0.35938,0.25,0.973527996,0.7
E00012175,E01002446,Hillingdon,752,0.14436,0.25,0.97112145,0.72
E00012176,E01002448,Hillingdon,753,0.3205,0.375,0.963099631,0.68
E00012177,E01002447,Hillingdon,550,0.06516,0.25,0.9351837,0.7
E00012178,E01002448,Hillingdon,776,0.177966667,0.25,0.963099631,0.68
E00012179,E01002444,Hillingdon,653,0.266666667,0.375,0.451467993,0.76
E00012180,E01002448,Hillingdon,613,0.1956,0.375,0.963099631,0.68
E00012181,E01002446,Hillingdon,509,0.294486666,0.25,0.97112145,0.72
E00012182,E01002448,Hillingdon,565,0.026566666,0.375,0.963099631,0.68
